Serial,Type,Datetime,Data,Outlier_Flag
01749,real_time_data,2022-01-01 15:00:00,"{""datetime"": ""2022-01-01 15:00:00"", ""laeq"": 55.17, ""lafmax"": 55.66, ""la10"": 55.29, ""la90"": 54.99, ""la95"": 54.93, ""lceq"": 66.2, ""lcfmax"": 66.8, ""lc10"": 66.5, ""lc90"": 65.93, ""lc95"": 65.9}",No
01749,real_time_data,2022-01-01 15:05:00,"{""datetime"": ""2022-01-01 15:05:00"", ""laeq"": 55.08, ""lafmax"": 55.66, ""la10"": 55.32, ""la90"": 54.69, ""la95"": 54.61, ""lceq"": 66.01, ""lcfmax"": 66.46, ""lc10"": 66.15, ""lc90"": 65.84, ""lc95"": 65.81}",No
01749,real_time_data,2022-01-01 15:10:00,"{""datetime"": ""2022-01-01 15:10:00"", ""laeq"": 55.28, ""lafmax"": 55.76, ""la10"": 55.45, ""la90"": 55.01, ""la95"": 54.97, ""lceq"": 66.51, ""lcfmax"": 67.3, ""lc10"": 67.04, ""lc90"": 65.89, ""lc95"": 65.84}",No
01749,real_time_data,2022-01-01 15:15:00,"{""datetime"": ""2022-01-01 15:15:00"", ""laeq"": 55.28, ""lafmax"": 56.03, ""la10"": 55.5, ""la90"": 55.11, ""la95"": 54.86, ""lceq"": 67.24, ""lcfmax"": 67.76, ""lc10"": 67.44, ""lc90"": 66.96, ""lc95"": 66.92}",No
01749,real_time_data,2022-01-01 15:20:00,"{""datetime"": ""2022-01-01 15:20:00"", ""laeq"": 55.28, ""lafmax"": 55.88, ""la10"": 55.52, ""la90"": 54.91, ""la95"": 54.86, ""lceq"": 68.06, ""lcfmax"": 68.53, ""lc10"": 68.31, ""lc90"": 67.73, ""lc95"": 67.68}",No
01749,real_time_data,2022-01-01 15:25:00,"{""datetime"": ""2022-01-01 15:25:00"", ""laeq"": 55.52, ""lafmax"": 56.09, ""la10"": 55.72, ""la90"": 55.27, ""la95"": 55.15, ""lceq"": 68.4, ""lcfmax"": 69.02, ""lc10"": 68.78, ""lc90"": 67.8, ""lc95"": 67.64}",No
01749,real_time_data,2022-01-01 15:30:00,"{""datetime"": ""2022-01-01 15:30:00"", ""laeq"": 55.44, ""lafmax"": 55.91, ""la10"": 55.55, ""la90"": 55.31, ""la95"": 55.29, ""lceq"": 67.88, ""lcfmax"": 68.37, ""lc10"": 68.1, ""lc90"": 67.68, ""lc95"": 67.61}",No
01749,real_time_data,2022-01-01 15:35:00,"{""datetime"": ""2022-01-01 15:35:00"", ""laeq"": 55.45, ""lafmax"": 55.94, ""la10"": 55.61, ""la90"": 55.28, ""la95"": 55.23, ""lceq"": 67.87, ""lcfmax"": 68.63, ""lc10"": 68.27, ""lc90"": 67.5, ""lc95"": 67.44}",No
01749,real_time_data,2022-01-01 15:40:00,"{""datetime"": ""2022-01-01 15:40:00"", ""laeq"": 55.58, ""lafmax"": 56, ""la10"": 55.76, ""la90"": 55.41, ""la95"": 55.33, ""lceq"": 68.64, ""lcfmax"": 69.24, ""lc10"": 68.97, ""lc90"": 68.3, ""lc95"": 68.2}",No
01749,real_time_data,2022-01-01 15:45:00,"{""datetime"": ""2022-01-01 15:45:00"", ""laeq"": 55.82, ""lafmax"": 56.33, ""la10"": 56.04, ""la90"": 55.57, ""la95"": 55.44, ""lceq"": 69.38, ""lcfmax"": 69.95, ""lc10"": 69.75, ""lc90"": 69, ""lc95"": 68.92}",No
01749,real_time_data,2022-01-01 15:50:00,"{""datetime"": ""2022-01-01 15:50:00"", ""laeq"": 55.91, ""lafmax"": 56.64, ""la10"": 56.19, ""la90"": 55.59, ""la95"": 55.52, ""lceq"": 69.45, ""lcfmax"": 70.07, ""lc10"": 69.8, ""lc90"": 68.86, ""lc95"": 68.73}",No
01749,real_time_data,2022-01-01 15:55:00,"{""datetime"": ""2022-01-01 15:55:00"", ""laeq"": 56.43, ""lafmax"": 57.02, ""la10"": 56.72, ""la90"": 56.03, ""la95"": 55.88, ""lceq"": 70.06, ""lcfmax"": 70.64, ""lc10"": 70.37, ""lc90"": 69.58, ""lc95"": 69.31}",No
01749,real_time_data,2022-01-01 16:00:00,"{""datetime"": ""2022-01-01 16:00:00"", ""laeq"": 56.66, ""lafmax"": 57.18, ""la10"": 56.88, ""la90"": 56.38, ""la95"": 56.29, ""lceq"": 70.32, ""lcfmax"": 70.85, ""lc10"": 70.52, ""lc90"": 70.11, ""lc95"": 70.07}",No
01749,real_time_data,2022-01-01 16:05:00,"{""datetime"": ""2022-01-01 16:05:00"", ""laeq"": 56.99, ""lafmax"": 57.67, ""la10"": 57.22, ""la90"": 56.72, ""la95"": 56.65, ""lceq"": 70.51, ""lcfmax"": 71.17, ""lc10"": 70.69, ""lc90"": 70.36, ""lc95"": 70.33}",No
01749,real_time_data,2022-01-01 16:10:00,"{""datetime"": ""2022-01-01 16:10:00"", ""laeq"": 57.08, ""lafmax"": 57.84, ""la10"": 57.46, ""la90"": 56.63, ""la95"": 56.54, ""lceq"": 70.59, ""lcfmax"": 71.23, ""lc10"": 70.83, ""lc90"": 70.31, ""lc95"": 70.28}",No
01749,real_time_data,2022-01-01 16:15:00,"{""datetime"": ""2022-01-01 16:15:00"", ""laeq"": 57.97, ""lafmax"": 58.63, ""la10"": 58.21, ""la90"": 57.56, ""la95"": 57.47, ""lceq"": 70.91, ""lcfmax"": 71.57, ""lc10"": 71.1, ""lc90"": 70.71, ""lc95"": 70.69}",No
01749,real_time_data,2022-01-01 16:20:00,"{""datetime"": ""2022-01-01 16:20:00"", ""laeq"": 58.22, ""lafmax"": 59.48, ""la10"": 58.46, ""la90"": 57.97, ""la95"": 57.79, ""lceq"": 71.25, ""lcfmax"": 71.57, ""lc10"": 71.36, ""lc90"": 71.14, ""lc95"": 71.13}",No
01749,real_time_data,2022-01-01 16:25:00,"{""datetime"": ""2022-01-01 16:25:00"", ""laeq"": 58.47, ""lafmax"": 58.98, ""la10"": 58.74, ""la90"": 58.1, ""la95"": 58.09, ""lceq"": 71.05, ""lcfmax"": 71.32, ""lc10"": 71.17, ""lc90"": 70.86, ""lc95"": 70.84}",No
01749,real_time_data,2022-01-01 16:30:00,"{""datetime"": ""2022-01-01 16:30:00"", ""laeq"": 58.41, ""lafmax"": 59.05, ""la10"": 58.67, ""la90"": 58.03, ""la95"": 57.91, ""lceq"": 70.93, ""lcfmax"": 71.27, ""lc10"": 71.14, ""lc90"": 70.55, ""lc95"": 70.52}",No
01749,real_time_data,2022-01-01 16:35:00,"{""datetime"": ""2022-01-01 16:35:00"", ""laeq"": 58.21, ""lafmax"": 58.77, ""la10"": 58.53, ""la90"": 57.86, ""la95"": 57.8, ""lceq"": 70.66, ""lcfmax"": 71.15, ""lc10"": 70.98, ""lc90"": 70.26, ""lc95"": 70.24}",No
01749,real_time_data,2022-01-01 16:40:00,"{""datetime"": ""2022-01-01 16:40:00"", ""laeq"": 57.52, ""lafmax"": 58.13, ""la10"": 57.74, ""la90"": 57.33, ""la95"": 57.29, ""lceq"": 70.19, ""lcfmax"": 70.82, ""lc10"": 70.31, ""lc90"": 70.09, ""lc95"": 70.05}",No
01749,real_time_data,2022-01-01 16:45:00,"{""datetime"": ""2022-01-01 16:45:00"", ""laeq"": 57.14, ""lafmax"": 58.03, ""la10"": 57.35, ""la90"": 56.9, ""la95"": 56.85, ""lceq"": 70.04, ""lcfmax"": 70.83, ""lc10"": 70.11, ""lc90"": 69.92, ""lc95"": 69.9}",No
01749,real_time_data,2022-01-01 16:50:00,"{""datetime"": ""2022-01-01 16:50:00"", ""laeq"": 56.97, ""lafmax"": 57.72, ""la10"": 57.15, ""la90"": 56.81, ""la95"": 56.77, ""lceq"": 70.01, ""lcfmax"": 70.85, ""lc10"": 70.08, ""lc90"": 69.9, ""lc95"": 69.87}",No
01749,real_time_data,2022-01-01 16:55:00,"{""datetime"": ""2022-01-01 16:55:00"", ""laeq"": 57.1, ""lafmax"": 57.82, ""la10"": 57.32, ""la90"": 56.71, ""la95"": 56.63, ""lceq"": 70.46, ""lcfmax"": 70.88, ""lc10"": 70.69, ""lc90"": 69.84, ""lc95"": 69.79}",No
01749,real_time_data,2022-01-01 17:00:00,"{""datetime"": ""2022-01-01 17:00:00"", ""laeq"": 57.13, ""lafmax"": 57.74, ""la10"": 57.37, ""la90"": 56.86, ""la95"": 56.79, ""lceq"": 70.49, ""lcfmax"": 70.87, ""lc10"": 70.68, ""lc90"": 70.34, ""lc95"": 70.31}",No
01749,real_time_data,2022-01-01 17:05:00,"{""datetime"": ""2022-01-01 17:05:00"", ""laeq"": 57.19, ""lafmax"": 57.84, ""la10"": 57.44, ""la90"": 56.93, ""la95"": 56.73, ""lceq"": 70.65, ""lcfmax"": 71.04, ""lc10"": 70.86, ""lc90"": 70.46, ""lc95"": 70.42}",No
01749,real_time_data,2022-01-01 17:10:00,"{""datetime"": ""2022-01-01 17:10:00"", ""laeq"": 57.4, ""lafmax"": 57.96, ""la10"": 57.65, ""la90"": 57.17, ""la95"": 57.12, ""lceq"": 70.84, ""lcfmax"": 71.11, ""lc10"": 70.95, ""lc90"": 70.69, ""lc95"": 70.66}",No
01749,real_time_data,2022-01-01 17:15:00,"{""datetime"": ""2022-01-01 17:15:00"", ""laeq"": 57.32, ""lafmax"": 57.91, ""la10"": 57.57, ""la90"": 57.12, ""la95"": 57.09, ""lceq"": 70.85, ""lcfmax"": 71.14, ""lc10"": 71, ""lc90"": 70.71, ""lc95"": 70.67}",No
01749,real_time_data,2022-01-01 17:20:00,"{""datetime"": ""2022-01-01 17:20:00"", ""laeq"": 56.89, ""lafmax"": 57.91, ""la10"": 57.39, ""la90"": 56.64, ""la95"": 56.59, ""lceq"": 70.23, ""lcfmax"": 71.05, ""lc10"": 70.91, ""lc90"": 69.97, ""lc95"": 69.93}",No
01749,real_time_data,2022-01-01 17:25:00,"{""datetime"": ""2022-01-01 17:25:00"", ""laeq"": 56.98, ""lafmax"": 57.67, ""la10"": 57.14, ""la90"": 56.81, ""la95"": 56.77, ""lceq"": 70.23, ""lcfmax"": 70.98, ""lc10"": 70.37, ""lc90"": 70.1, ""lc95"": 70.05}",No
01749,real_time_data,2022-01-01 17:30:00,"{""datetime"": ""2022-01-01 17:30:00"", ""laeq"": 56.99, ""lafmax"": 57.74, ""la10"": 57.23, ""la90"": 56.69, ""la95"": 56.62, ""lceq"": 70.33, ""lcfmax"": 71, ""lc10"": 70.42, ""lc90"": 70.18, ""lc95"": 70.15}",No
01749,real_time_data,2022-01-01 17:35:00,"{""datetime"": ""2022-01-01 17:35:00"", ""laeq"": 57.16, ""lafmax"": 57.87, ""la10"": 57.33, ""la90"": 57, ""la95"": 56.9, ""lceq"": 70.36, ""lcfmax"": 71.2, ""lc10"": 70.44, ""lc90"": 70.25, ""lc95"": 70.23}",No
01749,real_time_data,2022-01-01 17:40:00,"{""datetime"": ""2022-01-01 17:40:00"", ""laeq"": 57.06, ""lafmax"": 57.84, ""la10"": 57.29, ""la90"": 56.77, ""la95"": 56.62, ""lceq"": 70.26, ""lcfmax"": 71.02, ""lc10"": 70.38, ""lc90"": 70.06, ""lc95"": 70}",No
01749,real_time_data,2022-01-01 17:45:00,"{""datetime"": ""2022-01-01 17:45:00"", ""laeq"": 57.18, ""lafmax"": 57.99, ""la10"": 57.55, ""la90"": 56.81, ""la95"": 56.76, ""lceq"": 70.32, ""lcfmax"": 71.23, ""lc10"": 70.46, ""lc90"": 70.12, ""lc95"": 70.02}",No
01749,real_time_data,2022-01-01 17:50:00,"{""datetime"": ""2022-01-01 17:50:00"", ""laeq"": 57.47, ""lafmax"": 58.13, ""la10"": 57.72, ""la90"": 57.19, ""la95"": 57.15, ""lceq"": 70.58, ""lcfmax"": 71.32, ""lc10"": 70.98, ""lc90"": 70.37, ""lc95"": 70.36}",No
01749,real_time_data,2022-01-01 17:55:00,"{""datetime"": ""2022-01-01 17:55:00"", ""laeq"": 57.35, ""lafmax"": 58.11, ""la10"": 57.54, ""la90"": 57.13, ""la95"": 57.09, ""lceq"": 70.46, ""lcfmax"": 71.28, ""lc10"": 70.72, ""lc90"": 70.29, ""lc95"": 70.25}",No
01749,real_time_data,2022-01-01 18:00:00,"{""datetime"": ""2022-01-01 18:00:00"", ""laeq"": 57.56, ""lafmax"": 58.29, ""la10"": 57.82, ""la90"": 57.22, ""la95"": 57.12, ""lceq"": 70.62, ""lcfmax"": 71.32, ""lc10"": 71.03, ""lc90"": 70.4, ""lc95"": 70.36}",No
01749,real_time_data,2022-01-01 18:05:00,"{""datetime"": ""2022-01-01 18:05:00"", ""laeq"": 57.71, ""lafmax"": 58.5, ""la10"": 57.97, ""la90"": 57.45, ""la95"": 57.39, ""lceq"": 70.72, ""lcfmax"": 71.32, ""lc10"": 71.1, ""lc90"": 70.39, ""lc95"": 70.36}",No
01749,real_time_data,2022-01-01 18:10:00,"{""datetime"": ""2022-01-01 18:10:00"", ""laeq"": 57.69, ""lafmax"": 58.36, ""la10"": 58, ""la90"": 57.32, ""la95"": 57.23, ""lceq"": 70.63, ""lcfmax"": 71.33, ""lc10"": 71.09, ""lc90"": 70.35, ""lc95"": 70.33}",No
01749,real_time_data,2022-01-01 18:15:00,"{""datetime"": ""2022-01-01 18:15:00"", ""laeq"": 57.56, ""lafmax"": 58.34, ""la10"": 57.89, ""la90"": 57.22, ""la95"": 57.11, ""lceq"": 70.6, ""lcfmax"": 71.31, ""lc10"": 71.03, ""lc90"": 70.3, ""lc95"": 70.26}",No
01749,real_time_data,2022-01-01 18:20:00,"{""datetime"": ""2022-01-01 18:20:00"", ""laeq"": 57.52, ""lafmax"": 58.2, ""la10"": 57.76, ""la90"": 57.31, ""la95"": 57.28, ""lceq"": 70.51, ""lcfmax"": 71.34, ""lc10"": 70.87, ""lc90"": 70.34, ""lc95"": 70.32}",No
01749,real_time_data,2022-01-01 18:25:00,"{""datetime"": ""2022-01-01 18:25:00"", ""laeq"": 57.3, ""lafmax"": 58.25, ""la10"": 57.5, ""la90"": 57, ""la95"": 56.86, ""lceq"": 70.43, ""lcfmax"": 71.32, ""lc10"": 70.54, ""lc90"": 70.3, ""lc95"": 70.26}",No
01749,real_time_data,2022-01-01 18:30:00,"{""datetime"": ""2022-01-01 18:30:00"", ""laeq"": 57.87, ""lafmax"": 58.52, ""la10"": 58.16, ""la90"": 57.61, ""la95"": 57.56, ""lceq"": 70.74, ""lcfmax"": 71.46, ""lc10"": 71.2, ""lc90"": 70.5, ""lc95"": 70.49}",No
01749,real_time_data,2022-01-01 18:35:00,"{""datetime"": ""2022-01-01 18:35:00"", ""laeq"": 58.07, ""lafmax"": 58.7, ""la10"": 58.26, ""la90"": 57.89, ""la95"": 57.85, ""lceq"": 70.65, ""lcfmax"": 71.47, ""lc10"": 70.94, ""lc90"": 70.5, ""lc95"": 70.46}",No
01749,real_time_data,2022-01-01 18:40:00,"{""datetime"": ""2022-01-01 18:40:00"", ""laeq"": 57.98, ""lafmax"": 58.7, ""la10"": 58.16, ""la90"": 57.74, ""la95"": 57.7, ""lceq"": 70.44, ""lcfmax"": 71.23, ""lc10"": 70.54, ""lc90"": 70.28, ""lc95"": 70.22}",No
01749,real_time_data,2022-01-01 18:45:00,"{""datetime"": ""2022-01-01 18:45:00"", ""laeq"": 58.06, ""lafmax"": 58.61, ""la10"": 58.19, ""la90"": 57.92, ""la95"": 57.69, ""lceq"": 70.32, ""lcfmax"": 71.07, ""lc10"": 70.45, ""lc90"": 70.18, ""lc95"": 70.13}",No
01749,real_time_data,2022-01-01 18:50:00,"{""datetime"": ""2022-01-01 18:50:00"", ""laeq"": 58.17, ""lafmax"": 58.85, ""la10"": 58.33, ""la90"": 58, ""la95"": 57.96, ""lceq"": 70.3, ""lcfmax"": 71.2, ""lc10"": 70.38, ""lc90"": 70.17, ""lc95"": 70.15}",No
01749,real_time_data,2022-01-01 18:55:00,"{""datetime"": ""2022-01-01 18:55:00"", ""laeq"": 58, ""lafmax"": 58.68, ""la10"": 58.15, ""la90"": 57.84, ""la95"": 57.8, ""lceq"": 70.28, ""lcfmax"": 71.26, ""lc10"": 70.34, ""lc90"": 70.19, ""lc95"": 70.15}",No
01749,real_time_data,2022-01-01 19:00:00,"{""datetime"": ""2022-01-01 19:00:00"", ""laeq"": 58.05, ""lafmax"": 58.72, ""la10"": 58.17, ""la90"": 57.89, ""la95"": 57.84, ""lceq"": 70.18, ""lcfmax"": 71.23, ""lc10"": 70.26, ""lc90"": 70.05, ""lc95"": 70.03}",No
01749,real_time_data,2022-01-01 19:05:00,"{""datetime"": ""2022-01-01 19:05:00"", ""laeq"": 57.95, ""lafmax"": 58.45, ""la10"": 58.2, ""la90"": 57.64, ""la95"": 57.61, ""lceq"": 70.03, ""lcfmax"": 70.55, ""lc10"": 70.12, ""lc90"": 69.95, ""lc95"": 69.92}",No
01749,real_time_data,2022-01-01 19:10:00,"{""datetime"": ""2022-01-01 19:10:00"", ""laeq"": 57.98, ""lafmax"": 58.32, ""la10"": 58.11, ""la90"": 57.84, ""la95"": 57.73, ""lceq"": 70.06, ""lcfmax"": 70.26, ""lc10"": 70.14, ""lc90"": 69.97, ""lc95"": 69.89}",No
01749,real_time_data,2022-01-01 19:15:00,"{""datetime"": ""2022-01-01 19:15:00"", ""laeq"": 58.02, ""lafmax"": 58.36, ""la10"": 58.16, ""la90"": 57.88, ""la95"": 57.77, ""lceq"": 69.89, ""lcfmax"": 70.24, ""lc10"": 70.06, ""lc90"": 69.77, ""lc95"": 69.75}",No
01749,real_time_data,2022-01-01 19:20:00,"{""datetime"": ""2022-01-01 19:20:00"", ""laeq"": 58.06, ""lafmax"": 58.5, ""la10"": 58.21, ""la90"": 57.94, ""la95"": 57.92, ""lceq"": 70.02, ""lcfmax"": 70.69, ""lc10"": 70.18, ""lc90"": 69.86, ""lc95"": 69.83}",No
01749,real_time_data,2022-01-01 19:25:00,"{""datetime"": ""2022-01-01 19:25:00"", ""laeq"": 58.02, ""lafmax"": 58.32, ""la10"": 58.09, ""la90"": 57.91, ""la95"": 57.88, ""lceq"": 70.05, ""lcfmax"": 70.32, ""lc10"": 70.21, ""lc90"": 69.87, ""lc95"": 69.85}",No
01749,real_time_data,2022-01-01 19:30:00,"{""datetime"": ""2022-01-01 19:30:00"", ""laeq"": 57.97, ""lafmax"": 58.2, ""la10"": 58.05, ""la90"": 57.87, ""la95"": 57.83, ""lceq"": 70.15, ""lcfmax"": 70.41, ""lc10"": 70.32, ""lc90"": 69.97, ""lc95"": 69.94}",No
01749,real_time_data,2022-01-01 19:35:00,"{""datetime"": ""2022-01-01 19:35:00"", ""laeq"": 57.83, ""lafmax"": 58.29, ""la10"": 58, ""la90"": 57.54, ""la95"": 57.48, ""lceq"": 70.14, ""lcfmax"": 70.39, ""lc10"": 70.24, ""lc90"": 69.98, ""lc95"": 69.9}",No
01749,real_time_data,2022-01-01 19:40:00,"{""datetime"": ""2022-01-01 19:40:00"", ""laeq"": 58.01, ""lafmax"": 58.34, ""la10"": 58.15, ""la90"": 57.86, ""la95"": 57.71, ""lceq"": 70.41, ""lcfmax"": 70.68, ""lc10"": 70.57, ""lc90"": 70.17, ""lc95"": 70.16}",No
01749,real_time_data,2022-01-01 19:45:00,"{""datetime"": ""2022-01-01 19:45:00"", ""laeq"": 57.91, ""lafmax"": 58.32, ""la10"": 58.05, ""la90"": 57.72, ""la95"": 57.59, ""lceq"": 70.06, ""lcfmax"": 70.33, ""lc10"": 70.17, ""lc90"": 69.88, ""lc95"": 69.87}",No
01749,real_time_data,2022-01-01 19:50:00,"{""datetime"": ""2022-01-01 19:50:00"", ""laeq"": 57.98, ""lafmax"": 58.34, ""la10"": 58.09, ""la90"": 57.86, ""la95"": 57.83, ""lceq"": 70.12, ""lcfmax"": 70.4, ""lc10"": 70.31, ""lc90"": 69.85, ""lc95"": 69.79}",No
01749,real_time_data,2022-01-01 19:55:00,"{""datetime"": ""2022-01-01 19:55:00"", ""laeq"": 57.98, ""lafmax"": 58.25, ""la10"": 58.09, ""la90"": 57.83, ""la95"": 57.8, ""lceq"": 69.76, ""lcfmax"": 70.21, ""lc10"": 70.1, ""lc90"": 69.29, ""lc95"": 69.27}",No
01749,real_time_data,2022-01-01 20:00:00,"{""datetime"": ""2022-01-01 20:00:00"", ""laeq"": 57.96, ""lafmax"": 58.52, ""la10"": 58.2, ""la90"": 57.71, ""la95"": 57.52, ""lceq"": 69.58, ""lcfmax"": 70.05, ""lc10"": 69.94, ""lc90"": 69.2, ""lc95"": 69.16}",No
01749,real_time_data,2022-01-01 20:05:00,"{""datetime"": ""2022-01-01 20:05:00"", ""laeq"": 58.04, ""lafmax"": 58.59, ""la10"": 58.18, ""la90"": 57.79, ""la95"": 57.74, ""lceq"": 69.86, ""lcfmax"": 70.13, ""lc10"": 70.03, ""lc90"": 69.61, ""lc95"": 69.56}",No
01749,real_time_data,2022-01-01 20:10:00,"{""datetime"": ""2022-01-01 20:10:00"", ""laeq"": 58.08, ""lafmax"": 58.5, ""la10"": 58.27, ""la90"": 57.94, ""la95"": 57.8, ""lceq"": 70.16, ""lcfmax"": 70.38, ""lc10"": 70.27, ""lc90"": 70.03, ""lc95"": 70.03}",No
01749,real_time_data,2022-01-01 20:15:00,"{""datetime"": ""2022-01-01 20:15:00"", ""laeq"": 57.87, ""lafmax"": 58.45, ""la10"": 58.12, ""la90"": 57.47, ""la95"": 57.43, ""lceq"": 70.34, ""lcfmax"": 70.88, ""lc10"": 70.44, ""lc90"": 70.19, ""lc95"": 70.18}",No
01749,real_time_data,2022-01-01 20:20:00,"{""datetime"": ""2022-01-01 20:20:00"", ""laeq"": 57.7, ""lafmax"": 58.27, ""la10"": 57.87, ""la90"": 57.52, ""la95"": 57.5, ""lceq"": 70.37, ""lcfmax"": 70.84, ""lc10"": 70.42, ""lc90"": 70.31, ""lc95"": 70.3}",No
01749,real_time_data,2022-01-01 20:25:00,"{""datetime"": ""2022-01-01 20:25:00"", ""laeq"": 57.48, ""lafmax"": 57.82, ""la10"": 57.61, ""la90"": 57.32, ""la95"": 57.29, ""lceq"": 70.32, ""lcfmax"": 70.52, ""lc10"": 70.37, ""lc90"": 70.25, ""lc95"": 70.23}",No
01749,real_time_data,2022-01-01 20:30:00,"{""datetime"": ""2022-01-01 20:30:00"", ""laeq"": 57.33, ""lafmax"": 57.84, ""la10"": 57.57, ""la90"": 57.01, ""la95"": 56.95, ""lceq"": 70.39, ""lcfmax"": 70.6, ""lc10"": 70.45, ""lc90"": 70.32, ""lc95"": 70.32}",No
01749,real_time_data,2022-01-01 20:35:00,"{""datetime"": ""2022-01-01 20:35:00"", ""laeq"": 57.35, ""lafmax"": 57.82, ""la10"": 57.63, ""la90"": 57.03, ""la95"": 56.99, ""lceq"": 70.41, ""lcfmax"": 70.55, ""lc10"": 70.45, ""lc90"": 70.36, ""lc95"": 70.35}",No
01749,real_time_data,2022-01-01 20:40:00,"{""datetime"": ""2022-01-01 20:40:00"", ""laeq"": 57.67, ""lafmax"": 57.96, ""la10"": 57.78, ""la90"": 57.47, ""la95"": 57.38, ""lceq"": 70.49, ""lcfmax"": 70.6, ""lc10"": 70.51, ""lc90"": 70.46, ""lc95"": 70.45}",No
01749,real_time_data,2022-01-01 20:45:00,"{""datetime"": ""2022-01-01 20:45:00"", ""laeq"": 57.58, ""lafmax"": 57.94, ""la10"": 57.7, ""la90"": 57.4, ""la95"": 57.34, ""lceq"": 70.52, ""lcfmax"": 70.69, ""lc10"": 70.55, ""lc90"": 70.49, ""lc95"": 70.48}",No
01749,real_time_data,2022-01-01 20:50:00,"{""datetime"": ""2022-01-01 20:50:00"", ""laeq"": 57.68, ""lafmax"": 58.11, ""la10"": 57.81, ""la90"": 57.54, ""la95"": 57.52, ""lceq"": 70.46, ""lcfmax"": 71.05, ""lc10"": 70.52, ""lc90"": 70.39, ""lc95"": 70.37}",No
01749,real_time_data,2022-01-01 20:55:00,"{""datetime"": ""2022-01-01 20:55:00"", ""laeq"": 57.54, ""lafmax"": 58.2, ""la10"": 57.64, ""la90"": 57.39, ""la95"": 57.37, ""lceq"": 70.37, ""lcfmax"": 71.1, ""lc10"": 70.4, ""lc90"": 70.33, ""lc95"": 70.31}",No
01749,real_time_data,2022-01-01 21:00:00,"{""datetime"": ""2022-01-01 21:00:00"", ""laeq"": 57.8, ""lafmax"": 58.06, ""la10"": 57.9, ""la90"": 57.68, ""la95"": 57.64, ""lceq"": 70.08, ""lcfmax"": 70.37, ""lc10"": 70.21, ""lc90"": 69.97, ""lc95"": 69.95}",No
01749,real_time_data,2022-01-01 21:05:00,"{""datetime"": ""2022-01-01 21:05:00"", ""laeq"": 57.59, ""lafmax"": 58.06, ""la10"": 57.82, ""la90"": 57.24, ""la95"": 57.2, ""lceq"": 70.21, ""lcfmax"": 70.39, ""lc10"": 70.27, ""lc90"": 70.14, ""lc95"": 70.12}",No
01749,real_time_data,2022-01-01 21:10:00,"{""datetime"": ""2022-01-01 21:10:00"", ""laeq"": 57.73, ""lafmax"": 58.18, ""la10"": 57.95, ""la90"": 57.36, ""la95"": 57.3, ""lceq"": 70.08, ""lcfmax"": 70.31, ""lc10"": 70.17, ""lc90"": 69.97, ""lc95"": 69.96}",No
01749,real_time_data,2022-01-01 21:15:00,"{""datetime"": ""2022-01-01 21:15:00"", ""laeq"": 57.75, ""lafmax"": 58.13, ""la10"": 57.95, ""la90"": 57.5, ""la95"": 57.46, ""lceq"": 69.11, ""lcfmax"": 70.03, ""lc10"": 69.93, ""lc90"": 68.31, ""lc95"": 68.28}",No
01749,real_time_data,2022-01-01 21:20:00,"{""datetime"": ""2022-01-01 21:20:00"", ""laeq"": 57.76, ""lafmax"": 58.27, ""la10"": 57.95, ""la90"": 57.55, ""la95"": 57.51, ""lceq"": 68.8, ""lcfmax"": 69.46, ""lc10"": 69.14, ""lc90"": 68.45, ""lc95"": 68.41}",No
01749,real_time_data,2022-01-01 21:25:00,"{""datetime"": ""2022-01-01 21:25:00"", ""laeq"": 57.89, ""lafmax"": 58.57, ""la10"": 58.06, ""la90"": 57.48, ""la95"": 57.42, ""lceq"": 69.15, ""lcfmax"": 70.12, ""lc10"": 69.25, ""lc90"": 68.86, ""lc95"": 68.77}",No
01749,real_time_data,2022-01-01 21:30:00,"{""datetime"": ""2022-01-01 21:30:00"", ""laeq"": 57.75, ""lafmax"": 58.27, ""la10"": 57.9, ""la90"": 57.54, ""la95"": 57.43, ""lceq"": 68.55, ""lcfmax"": 69.59, ""lc10"": 68.67, ""lc90"": 68.41, ""lc95"": 68.39}",No
01749,real_time_data,2022-01-01 21:35:00,"{""datetime"": ""2022-01-01 21:35:00"", ""laeq"": 57.72, ""lafmax"": 58.22, ""la10"": 57.94, ""la90"": 57.35, ""la95"": 57.3, ""lceq"": 68.61, ""lcfmax"": 69.14, ""lc10"": 68.75, ""lc90"": 68.28, ""lc95"": 68.19}",No
01749,real_time_data,2022-01-01 21:40:00,"{""datetime"": ""2022-01-01 21:40:00"", ""laeq"": 57.52, ""lafmax"": 58.08, ""la10"": 57.7, ""la90"": 57.36, ""la95"": 57.33, ""lceq"": 67.74, ""lcfmax"": 68.32, ""lc10"": 67.93, ""lc90"": 67.52, ""lc95"": 67.5}",No
01749,real_time_data,2022-01-01 21:45:00,"{""datetime"": ""2022-01-01 21:45:00"", ""laeq"": 57.37, ""lafmax"": 57.67, ""la10"": 57.47, ""la90"": 57.24, ""la95"": 57.17, ""lceq"": 67.42, ""lcfmax"": 67.7, ""lc10"": 67.56, ""lc90"": 67.23, ""lc95"": 67.22}",No
