Serial,Type,Datetime,Data,Outlier_Flag
01548,real_time_data,2022-01-01 03:25:00,"{""datetime"": ""2022-01-01 03:25:00"", ""laeq"": 51.29, ""lafmax"": 60.46, ""la10"": 53.82, ""la90"": 47.43, ""la95"": 46.92, ""lceq"": 55.09, ""lcfmax"": 70.85, ""lc10"": 56.71, ""lc90"": 51.09, ""lc95"": 50.55}",No
01548,real_time_data,2022-01-01 03:30:00,"{""datetime"": ""2022-01-01 03:30:00"", ""laeq"": 50.86, ""lafmax"": 60.95, ""la10"": 52.99, ""la90"": 48.18, ""la95"": 47.85, ""lceq"": 53.83, ""lcfmax"": 65.09, ""lc10"": 55.76, ""lc90"": 51.15, ""lc95"": 50.92}",No
01548,real_time_data,2022-01-01 03:35:00,"{""datetime"": ""2022-01-01 03:35:00"", ""laeq"": 50.46, ""lafmax"": 62.38, ""la10"": 52.34, ""la90"": 47.14, ""la95"": 46.8, ""lceq"": 54.12, ""lcfmax"": 67.97, ""lc10"": 56.52, ""lc90"": 50.55, ""lc95"": 50.25}",No
01548,real_time_data,2022-01-01 03:40:00,"{""datetime"": ""2022-01-01 03:40:00"", ""laeq"": 50.6, ""lafmax"": 58.43, ""la10"": 52.54, ""la90"": 47.23, ""la95"": 46.62, ""lceq"": 53.72, ""lcfmax"": 65.53, ""lc10"": 55.87, ""lc90"": 50.68, ""lc95"": 50.16}",No
01548,real_time_data,2022-01-01 03:45:00,"{""datetime"": ""2022-01-01 03:45:00"", ""laeq"": 50.36, ""lafmax"": 69, ""la10"": 51.42, ""la90"": 47.32, ""la95"": 47.01, ""lceq"": 53.35, ""lcfmax"": 67.6, ""lc10"": 55.15, ""lc90"": 51.03, ""lc95"": 50.64}",No
01548,real_time_data,2022-01-01 03:50:00,"{""datetime"": ""2022-01-01 03:50:00"", ""laeq"": 49.19, ""lafmax"": 58.66, ""la10"": 51.16, ""la90"": 46.21, ""la95"": 45.67, ""lceq"": 52.58, ""lcfmax"": 65.68, ""lc10"": 54.72, ""lc90"": 49.97, ""lc95"": 49.73}",No
01548,real_time_data,2022-01-01 03:55:00,"{""datetime"": ""2022-01-01 03:55:00"", ""laeq"": 51.63, ""lafmax"": 64.16, ""la10"": 54.09, ""la90"": 47.5, ""la95"": 46.88, ""lceq"": 59.82, ""lcfmax"": 80.58, ""lc10"": 58.28, ""lc90"": 51.38, ""lc95"": 50.81}",No
01548,real_time_data,2022-01-01 04:00:00,"{""datetime"": ""2022-01-01 04:00:00"", ""laeq"": 54.34, ""lafmax"": 74.2, ""la10"": 56.1, ""la90"": 50.28, ""la95"": 49.98, ""lceq"": 63.34, ""lcfmax"": 83.98, ""lc10"": 65.15, ""lc90"": 54.13, ""lc95"": 53.87}",No
01548,real_time_data,2022-01-01 04:05:00,"{""datetime"": ""2022-01-01 04:05:00"", ""laeq"": 54.95, ""lafmax"": 76.32, ""la10"": 56.49, ""la90"": 51.34, ""la95"": 51.06, ""lceq"": 61.26, ""lcfmax"": 79.19, ""lc10"": 62.96, ""lc90"": 55.21, ""lc95"": 54.86}",No
01548,real_time_data,2022-01-01 04:10:00,"{""datetime"": ""2022-01-01 04:10:00"", ""laeq"": 56.77, ""lafmax"": 77.93, ""la10"": 58.94, ""la90"": 52.96, ""la95"": 52.52, ""lceq"": 64.83, ""lcfmax"": 81.73, ""lc10"": 67.03, ""lc90"": 57.16, ""lc95"": 56.73}",No
01548,real_time_data,2022-01-01 04:15:00,"{""datetime"": ""2022-01-01 04:15:00"", ""laeq"": 57.07, ""lafmax"": 75.78, ""la10"": 58.81, ""la90"": 53.44, ""la95"": 53.11, ""lceq"": 64.76, ""lcfmax"": 80.06, ""lc10"": 68.49, ""lc90"": 57.4, ""lc95"": 57.12}",No
01548,real_time_data,2022-01-01 04:20:00,"{""datetime"": ""2022-01-01 04:20:00"", ""laeq"": 58.78, ""lafmax"": 77.25, ""la10"": 60.23, ""la90"": 53.37, ""la95"": 53.01, ""lceq"": 67.83, ""lcfmax"": 91.33, ""lc10"": 68.54, ""lc90"": 57.9, ""lc95"": 57.45}",No
01548,real_time_data,2022-01-01 04:25:00,"{""datetime"": ""2022-01-01 04:25:00"", ""laeq"": 57.47, ""lafmax"": 74.99, ""la10"": 58.83, ""la90"": 54.32, ""la95"": 53.94, ""lceq"": 67.31, ""lcfmax"": 86.52, ""lc10"": 68.78, ""lc90"": 58.69, ""lc95"": 58.34}",No
01548,real_time_data,2022-01-01 04:30:00,"{""datetime"": ""2022-01-01 04:30:00"", ""laeq"": 57.69, ""lafmax"": 71.3, ""la10"": 59.52, ""la90"": 54.6, ""la95"": 54.14, ""lceq"": 68.17, ""lcfmax"": 91.43, ""lc10"": 67.1, ""lc90"": 58.53, ""lc95"": 58.17}",No
01548,real_time_data,2022-01-01 04:35:00,"{""datetime"": ""2022-01-01 04:35:00"", ""laeq"": 56.58, ""lafmax"": 73.62, ""la10"": 58.62, ""la90"": 53.08, ""la95"": 52.79, ""lceq"": 62.87, ""lcfmax"": 79.28, ""lc10"": 65.87, ""lc90"": 57.72, ""lc95"": 57.24}",No
01548,real_time_data,2022-01-01 04:40:00,"{""datetime"": ""2022-01-01 04:40:00"", ""laeq"": 54.84, ""lafmax"": 72.08, ""la10"": 57.11, ""la90"": 51.3, ""la95"": 51.04, ""lceq"": 66.69, ""lcfmax"": 92.04, ""lc10"": 64.84, ""lc90"": 55.59, ""lc95"": 55.28}",No
01548,real_time_data,2022-01-01 04:45:00,"{""datetime"": ""2022-01-01 04:45:00"", ""laeq"": 57.15, ""lafmax"": 71.89, ""la10"": 59.68, ""la90"": 53.28, ""la95"": 52.79, ""lceq"": 67.59, ""lcfmax"": 86.93, ""lc10"": 65.42, ""lc90"": 57.07, ""lc95"": 56.57}",No
01548,real_time_data,2022-01-01 04:50:00,"{""datetime"": ""2022-01-01 04:50:00"", ""laeq"": 57.09, ""lafmax"": 74.71, ""la10"": 59.01, ""la90"": 53.28, ""la95"": 52.85, ""lceq"": 64.88, ""lcfmax"": 81.24, ""lc10"": 67.18, ""lc90"": 57.71, ""lc95"": 57.14}",No
01548,real_time_data,2022-01-01 04:55:00,"{""datetime"": ""2022-01-01 04:55:00"", ""laeq"": 56.48, ""lafmax"": 77.33, ""la10"": 57.15, ""la90"": 53.87, ""la95"": 53.52, ""lceq"": 63.9, ""lcfmax"": 85.42, ""lc10"": 65.69, ""lc90"": 57.89, ""lc95"": 57.45}",No
01548,real_time_data,2022-01-01 05:00:00,"{""datetime"": ""2022-01-01 05:00:00"", ""laeq"": 55.86, ""lafmax"": 77.02, ""la10"": 56.77, ""la90"": 51.45, ""la95"": 51.01, ""lceq"": 61.08, ""lcfmax"": 82.31, ""lc10"": 62.59, ""lc90"": 56.31, ""lc95"": 55.45}",No
01548,real_time_data,2022-01-01 05:05:00,"{""datetime"": ""2022-01-01 05:05:00"", ""laeq"": 54.61, ""lafmax"": 72.76, ""la10"": 56.67, ""la90"": 50.96, ""la95"": 50.29, ""lceq"": 59.96, ""lcfmax"": 75.77, ""lc10"": 62.77, ""lc90"": 55.23, ""lc95"": 54.86}",No
01548,real_time_data,2022-01-01 05:10:00,"{""datetime"": ""2022-01-01 05:10:00"", ""laeq"": 57.12, ""lafmax"": 75.5, ""la10"": 57.88, ""la90"": 53.31, ""la95"": 52.99, ""lceq"": 66.24, ""lcfmax"": 85.36, ""lc10"": 66.84, ""lc90"": 57.03, ""lc95"": 56.64}",No
01548,real_time_data,2022-01-01 05:15:00,"{""datetime"": ""2022-01-01 05:15:00"", ""laeq"": 56.1, ""lafmax"": 70.19, ""la10"": 57.79, ""la90"": 53.2, ""la95"": 52.79, ""lceq"": 65.51, ""lcfmax"": 88.49, ""lc10"": 64.31, ""lc90"": 57.53, ""lc95"": 57.09}",No
01548,real_time_data,2022-01-01 05:20:00,"{""datetime"": ""2022-01-01 05:20:00"", ""laeq"": 56.17, ""lafmax"": 75.33, ""la10"": 57.76, ""la90"": 53.65, ""la95"": 52.92, ""lceq"": 62.24, ""lcfmax"": 80.29, ""lc10"": 63.83, ""lc90"": 57.36, ""lc95"": 57.14}",No
01548,real_time_data,2022-01-01 05:25:00,"{""datetime"": ""2022-01-01 05:25:00"", ""laeq"": 53.74, ""lafmax"": 72.82, ""la10"": 55.94, ""la90"": 50.75, ""la95"": 50.54, ""lceq"": 60.82, ""lcfmax"": 79.2, ""lc10"": 62.83, ""lc90"": 54.78, ""lc95"": 54.36}",No
01548,real_time_data,2022-01-01 05:30:00,"{""datetime"": ""2022-01-01 05:30:00"", ""laeq"": 55.92, ""lafmax"": 74.83, ""la10"": 57.51, ""la90"": 51.99, ""la95"": 51.7, ""lceq"": 63.5, ""lcfmax"": 83.44, ""lc10"": 66.74, ""lc90"": 55.88, ""lc95"": 55.37}",No
01548,real_time_data,2022-01-01 05:35:00,"{""datetime"": ""2022-01-01 05:35:00"", ""laeq"": 55.1, ""lafmax"": 75.24, ""la10"": 56.65, ""la90"": 51.06, ""la95"": 50.15, ""lceq"": 60.4, ""lcfmax"": 82.23, ""lc10"": 61.14, ""lc90"": 55.32, ""lc95"": 54.95}",No
01548,real_time_data,2022-01-01 05:40:00,"{""datetime"": ""2022-01-01 05:40:00"", ""laeq"": 59.37, ""lafmax"": 84.69, ""la10"": 58.97, ""la90"": 52.49, ""la95"": 52.15, ""lceq"": 65.06, ""lcfmax"": 86.39, ""lc10"": 65.15, ""lc90"": 56.93, ""lc95"": 56.44}",No
01548,real_time_data,2022-01-01 05:45:00,"{""datetime"": ""2022-01-01 05:45:00"", ""laeq"": 55.45, ""lafmax"": 72.13, ""la10"": 56.84, ""la90"": 52.84, ""la95"": 52.53, ""lceq"": 60.89, ""lcfmax"": 77.43, ""lc10"": 62.91, ""lc90"": 57.17, ""lc95"": 56.77}",No
01548,real_time_data,2022-01-01 05:50:00,"{""datetime"": ""2022-01-01 05:50:00"", ""laeq"": 56.98, ""lafmax"": 73.72, ""la10"": 58.63, ""la90"": 52.89, ""la95"": 51.94, ""lceq"": 66.83, ""lcfmax"": 88.29, ""lc10"": 66.52, ""lc90"": 56.14, ""lc95"": 55.42}",No
01548,real_time_data,2022-01-01 05:55:00,"{""datetime"": ""2022-01-01 05:55:00"", ""laeq"": 56.16, ""lafmax"": 75.22, ""la10"": 57.9, ""la90"": 51.01, ""la95"": 50.44, ""lceq"": 63.75, ""lcfmax"": 82.9, ""lc10"": 66.83, ""lc90"": 54.43, ""lc95"": 53.72}",No
01548,real_time_data,2022-01-01 06:00:00,"{""datetime"": ""2022-01-01 06:00:00"", ""laeq"": 55.14, ""lafmax"": 71.5, ""la10"": 56.8, ""la90"": 52.69, ""la95"": 52.49, ""lceq"": 61.32, ""lcfmax"": 78.21, ""lc10"": 64.34, ""lc90"": 56.17, ""lc95"": 55.82}",No
01548,real_time_data,2022-01-01 06:05:00,"{""datetime"": ""2022-01-01 06:05:00"", ""laeq"": 57.73, ""lafmax"": 74.83, ""la10"": 60.3, ""la90"": 53.27, ""la95"": 52.71, ""lceq"": 69.44, ""lcfmax"": 90.17, ""lc10"": 71.86, ""lc90"": 57.13, ""lc95"": 56.73}",No
01548,real_time_data,2022-01-01 06:10:00,"{""datetime"": ""2022-01-01 06:10:00"", ""laeq"": 57.87, ""lafmax"": 75.19, ""la10"": 60.24, ""la90"": 53.61, ""la95"": 53.04, ""lceq"": 69.67, ""lcfmax"": 92.15, ""lc10"": 68.89, ""lc90"": 57.72, ""lc95"": 57.22}",No
01548,real_time_data,2022-01-01 06:15:00,"{""datetime"": ""2022-01-01 06:15:00"", ""laeq"": 57.77, ""lafmax"": 74.14, ""la10"": 60.04, ""la90"": 53.59, ""la95"": 52.71, ""lceq"": 65.81, ""lcfmax"": 90.18, ""lc10"": 66.59, ""lc90"": 57.23, ""lc95"": 56.62}",No
01548,real_time_data,2022-01-01 06:20:00,"{""datetime"": ""2022-01-01 06:20:00"", ""laeq"": 57.1, ""lafmax"": 67.77, ""la10"": 59.48, ""la90"": 53.82, ""la95"": 53.23, ""lceq"": 64.32, ""lcfmax"": 80.71, ""lc10"": 65.51, ""lc90"": 58.3, ""lc95"": 57.29}",No
01548,real_time_data,2022-01-01 06:25:00,"{""datetime"": ""2022-01-01 06:25:00"", ""laeq"": 56.73, ""lafmax"": 73.68, ""la10"": 58.69, ""la90"": 53.5, ""la95"": 53.22, ""lceq"": 63.66, ""lcfmax"": 84.46, ""lc10"": 65.73, ""lc90"": 57.01, ""lc95"": 56.65}",No
01548,real_time_data,2022-01-01 06:30:00,"{""datetime"": ""2022-01-01 06:30:00"", ""laeq"": 57.89, ""lafmax"": 75.14, ""la10"": 59.36, ""la90"": 55.04, ""la95"": 54.53, ""lceq"": 64.05, ""lcfmax"": 80.38, ""lc10"": 65.74, ""lc90"": 58.74, ""lc95"": 58.26}",No
01548,real_time_data,2022-01-01 06:35:00,"{""datetime"": ""2022-01-01 06:35:00"", ""laeq"": 56.24, ""lafmax"": 65.3, ""la10"": 58.48, ""la90"": 53.47, ""la95"": 53.28, ""lceq"": 62.21, ""lcfmax"": 77.46, ""lc10"": 65.01, ""lc90"": 56.85, ""lc95"": 56.46}",No
01548,real_time_data,2022-01-01 06:40:00,"{""datetime"": ""2022-01-01 06:40:00"", ""laeq"": 59.36, ""lafmax"": 69.93, ""la10"": 62.49, ""la90"": 55.38, ""la95"": 54.92, ""lceq"": 69.38, ""lcfmax"": 88.34, ""lc10"": 72.66, ""lc90"": 58.73, ""lc95"": 58.43}",No
01548,real_time_data,2022-01-01 06:45:00,"{""datetime"": ""2022-01-01 06:45:00"", ""laeq"": 57.88, ""lafmax"": 67.89, ""la10"": 59.82, ""la90"": 54.3, ""la95"": 53.69, ""lceq"": 65.8, ""lcfmax"": 85.91, ""lc10"": 66.83, ""lc90"": 57.49, ""lc95"": 57.06}",No
01548,real_time_data,2022-01-01 06:50:00,"{""datetime"": ""2022-01-01 06:50:00"", ""laeq"": 57.4, ""lafmax"": 73.56, ""la10"": 58.77, ""la90"": 54.92, ""la95"": 54.63, ""lceq"": 62.17, ""lcfmax"": 76.16, ""lc10"": 64.57, ""lc90"": 58.81, ""lc95"": 58.41}",No
01548,real_time_data,2022-01-01 06:55:00,"{""datetime"": ""2022-01-01 06:55:00"", ""laeq"": 60.21, ""lafmax"": 84.49, ""la10"": 61.03, ""la90"": 55.8, ""la95"": 55.11, ""lceq"": 66.31, ""lcfmax"": 84.9, ""lc10"": 68.24, ""lc90"": 59.9, ""lc95"": 59.25}",No
01548,real_time_data,2022-01-01 07:00:00,"{""datetime"": ""2022-01-01 07:00:00"", ""laeq"": 59.83, ""lafmax"": 78.79, ""la10"": 60.84, ""la90"": 56.2, ""la95"": 55.51, ""lceq"": 71.17, ""lcfmax"": 97.74, ""lc10"": 68.39, ""lc90"": 60.04, ""lc95"": 59.66}",No
01548,real_time_data,2022-01-01 07:05:00,"{""datetime"": ""2022-01-01 07:05:00"", ""laeq"": 60.13, ""lafmax"": 71.67, ""la10"": 62.05, ""la90"": 57.25, ""la95"": 56.59, ""lceq"": 69.28, ""lcfmax"": 90.32, ""lc10"": 71.46, ""lc90"": 61.74, ""lc95"": 61.29}",No
01548,real_time_data,2022-01-01 07:10:00,"{""datetime"": ""2022-01-01 07:10:00"", ""laeq"": 63.37, ""lafmax"": 81.5, ""la10"": 65.95, ""la90"": 56.46, ""la95"": 56.08, ""lceq"": 74.96, ""lcfmax"": 96.75, ""lc10"": 75.84, ""lc90"": 60.85, ""lc95"": 60.23}",No
01548,real_time_data,2022-01-01 07:15:00,"{""datetime"": ""2022-01-01 07:15:00"", ""laeq"": 60.24, ""lafmax"": 74.12, ""la10"": 62.16, ""la90"": 57.53, ""la95"": 56.91, ""lceq"": 68.12, ""lcfmax"": 85.77, ""lc10"": 70.75, ""lc90"": 61.63, ""lc95"": 61}",No
01548,real_time_data,2022-01-01 07:20:00,"{""datetime"": ""2022-01-01 07:20:00"", ""laeq"": 58.97, ""lafmax"": 70.57, ""la10"": 60.43, ""la90"": 56.36, ""la95"": 56, ""lceq"": 69.53, ""lcfmax"": 91.02, ""lc10"": 70.91, ""lc90"": 60.4, ""lc95"": 59.95}",No
01548,real_time_data,2022-01-01 07:25:00,"{""datetime"": ""2022-01-01 07:25:00"", ""laeq"": 57.15, ""lafmax"": 72.23, ""la10"": 58.32, ""la90"": 55.14, ""la95"": 54.81, ""lceq"": 62.09, ""lcfmax"": 78.42, ""lc10"": 63.02, ""lc90"": 58.6, ""lc95"": 58.22}",No
01548,real_time_data,2022-01-01 07:30:00,"{""datetime"": ""2022-01-01 07:30:00"", ""laeq"": 59.98, ""lafmax"": 77.93, ""la10"": 60.76, ""la90"": 53.93, ""la95"": 53.42, ""lceq"": 65.55, ""lcfmax"": 84.59, ""lc10"": 68.65, ""lc90"": 58.12, ""lc95"": 57.53}",No
01548,real_time_data,2022-01-01 07:35:00,"{""datetime"": ""2022-01-01 07:35:00"", ""laeq"": 56.68, ""lafmax"": 64.03, ""la10"": 58.77, ""la90"": 53.99, ""la95"": 53.7, ""lceq"": 63.5, ""lcfmax"": 81.88, ""lc10"": 65.79, ""lc90"": 58.55, ""lc95"": 58.08}",No
01548,real_time_data,2022-01-01 07:40:00,"{""datetime"": ""2022-01-01 07:40:00"", ""laeq"": 56.36, ""lafmax"": 64.14, ""la10"": 58.03, ""la90"": 53.91, ""la95"": 53.6, ""lceq"": 63.16, ""lcfmax"": 83.49, ""lc10"": 64.77, ""lc90"": 57.17, ""lc95"": 56.84}",No
01548,real_time_data,2022-01-01 07:45:00,"{""datetime"": ""2022-01-01 07:45:00"", ""laeq"": 58.57, ""lafmax"": 82.63, ""la10"": 59.73, ""la90"": 54.69, ""la95"": 54.32, ""lceq"": 65.79, ""lcfmax"": 87.08, ""lc10"": 68.37, ""lc90"": 58.41, ""lc95"": 57.7}",No
01548,real_time_data,2022-01-01 07:50:00,"{""datetime"": ""2022-01-01 07:50:00"", ""laeq"": 55.55, ""lafmax"": 77.72, ""la10"": 56.29, ""la90"": 52.91, ""la95"": 52.17, ""lceq"": 61.3, ""lcfmax"": 82.39, ""lc10"": 62.38, ""lc90"": 56.03, ""lc95"": 55.71}",No
01548,real_time_data,2022-01-01 07:55:00,"{""datetime"": ""2022-01-01 07:55:00"", ""laeq"": 55.74, ""lafmax"": 72.35, ""la10"": 57.71, ""la90"": 52.84, ""la95"": 51.93, ""lceq"": 62.87, ""lcfmax"": 85.44, ""lc10"": 64.37, ""lc90"": 56.34, ""lc95"": 55.7}",No
01548,real_time_data,2022-01-01 08:00:00,"{""datetime"": ""2022-01-01 08:00:00"", ""laeq"": 54.83, ""lafmax"": 62.6, ""la10"": 56.87, ""la90"": 52.17, ""la95"": 51.64, ""lceq"": 61.75, ""lcfmax"": 83.24, ""lc10"": 64.11, ""lc90"": 56.18, ""lc95"": 55.34}",No
01548,real_time_data,2022-01-01 08:05:00,"{""datetime"": ""2022-01-01 08:05:00"", ""laeq"": 54.49, ""lafmax"": 63, ""la10"": 56.04, ""la90"": 52.66, ""la95"": 52.15, ""lceq"": 60.37, ""lcfmax"": 78.77, ""lc10"": 62.68, ""lc90"": 56, ""lc95"": 55.33}",No
01548,real_time_data,2022-01-01 08:10:00,"{""datetime"": ""2022-01-01 08:10:00"", ""laeq"": 54.94, ""lafmax"": 73.05, ""la10"": 56.53, ""la90"": 52.23, ""la95"": 51.45, ""lceq"": 62.98, ""lcfmax"": 83.29, ""lc10"": 64.49, ""lc90"": 55.55, ""lc95"": 54.94}",No
01548,real_time_data,2022-01-01 08:15:00,"{""datetime"": ""2022-01-01 08:15:00"", ""laeq"": 54.7, ""lafmax"": 63.46, ""la10"": 56.46, ""la90"": 51.92, ""la95"": 51.39, ""lceq"": 63.21, ""lcfmax"": 82.12, ""lc10"": 66.1, ""lc90"": 55.53, ""lc95"": 54.55}",No
01548,real_time_data,2022-01-01 08:20:00,"{""datetime"": ""2022-01-01 08:20:00"", ""laeq"": 56.58, ""lafmax"": 67.06, ""la10"": 58.56, ""la90"": 53.27, ""la95"": 52.64, ""lceq"": 63.57, ""lcfmax"": 79.18, ""lc10"": 66.39, ""lc90"": 58.1, ""lc95"": 57.43}",No
01548,real_time_data,2022-01-01 08:25:00,"{""datetime"": ""2022-01-01 08:25:00"", ""laeq"": 56.12, ""lafmax"": 72.62, ""la10"": 57.63, ""la90"": 51.96, ""la95"": 51.59, ""lceq"": 63.54, ""lcfmax"": 86.33, ""lc10"": 64.34, ""lc90"": 55.21, ""lc95"": 54.89}",No
01548,real_time_data,2022-01-01 08:30:00,"{""datetime"": ""2022-01-01 08:30:00"", ""laeq"": 56.31, ""lafmax"": 73.42, ""la10"": 58.38, ""la90"": 53.07, ""la95"": 52.73, ""lceq"": 63.88, ""lcfmax"": 81.64, ""lc10"": 67.3, ""lc90"": 56.93, ""lc95"": 56.35}",No
01548,real_time_data,2022-01-01 08:35:00,"{""datetime"": ""2022-01-01 08:35:00"", ""laeq"": 55.01, ""lafmax"": 62.11, ""la10"": 57.55, ""la90"": 51.58, ""la95"": 50.81, ""lceq"": 63.91, ""lcfmax"": 84.52, ""lc10"": 66.31, ""lc90"": 55.62, ""lc95"": 55.17}",No
01548,real_time_data,2022-01-01 08:40:00,"{""datetime"": ""2022-01-01 08:40:00"", ""laeq"": 56.07, ""lafmax"": 69.79, ""la10"": 58.73, ""la90"": 52.19, ""la95"": 51.87, ""lceq"": 64.81, ""lcfmax"": 85.4, ""lc10"": 67.4, ""lc90"": 56.31, ""lc95"": 55.96}",No
01548,real_time_data,2022-01-01 08:45:00,"{""datetime"": ""2022-01-01 08:45:00"", ""laeq"": 55.27, ""lafmax"": 69.73, ""la10"": 57.39, ""la90"": 52.1, ""la95"": 51.41, ""lceq"": 62.78, ""lcfmax"": 84.16, ""lc10"": 63.6, ""lc90"": 55.47, ""lc95"": 54.94}",No
01548,real_time_data,2022-01-01 08:50:00,"{""datetime"": ""2022-01-01 08:50:00"", ""laeq"": 54.33, ""lafmax"": 68.45, ""la10"": 56.62, ""la90"": 51.16, ""la95"": 50.12, ""lceq"": 62.22, ""lcfmax"": 82.32, ""lc10"": 63.72, ""lc90"": 54.87, ""lc95"": 53.8}",No
01548,real_time_data,2022-01-01 08:55:00,"{""datetime"": ""2022-01-01 08:55:00"", ""laeq"": 53.52, ""lafmax"": 64.13, ""la10"": 56.14, ""la90"": 49.93, ""la95"": 49.45, ""lceq"": 60.92, ""lcfmax"": 82.05, ""lc10"": 62.26, ""lc90"": 54.35, ""lc95"": 53.58}",No
01548,real_time_data,2022-01-01 09:00:00,"{""datetime"": ""2022-01-01 09:00:00"", ""laeq"": 56.28, ""lafmax"": 74.27, ""la10"": 56.86, ""la90"": 50.79, ""la95"": 50.32, ""lceq"": 58.9, ""lcfmax"": 73.49, ""lc10"": 61.45, ""lc90"": 53.99, ""lc95"": 53.38}",No
01548,real_time_data,2022-01-01 09:05:00,"{""datetime"": ""2022-01-01 09:05:00"", ""laeq"": 54.51, ""lafmax"": 66.05, ""la10"": 57.07, ""la90"": 51.07, ""la95"": 50.53, ""lceq"": 61.75, ""lcfmax"": 79.36, ""lc10"": 64.73, ""lc90"": 54.41, ""lc95"": 53.91}",No
01548,real_time_data,2022-01-01 09:10:00,"{""datetime"": ""2022-01-01 09:10:00"", ""laeq"": 64.82, ""lafmax"": 81.61, ""la10"": 70.43, ""la90"": 49.5, ""la95"": 48.92, ""lceq"": 64.69, ""lcfmax"": 80.49, ""lc10"": 69.59, ""lc90"": 53.26, ""lc95"": 52.89}",No
01548,real_time_data,2022-01-01 09:15:00,"{""datetime"": ""2022-01-01 09:15:00"", ""laeq"": 52.62, ""lafmax"": 60.84, ""la10"": 54.52, ""la90"": 50.61, ""la95"": 50.15, ""lceq"": 58.09, ""lcfmax"": 77.53, ""lc10"": 61, ""lc90"": 54, ""lc95"": 53.81}",No
01548,real_time_data,2022-01-01 09:20:00,"{""datetime"": ""2022-01-01 09:20:00"", ""laeq"": 55.42, ""lafmax"": 65.7, ""la10"": 57.72, ""la90"": 52.53, ""la95"": 51.74, ""lceq"": 63.68, ""lcfmax"": 83.53, ""lc10"": 66.46, ""lc90"": 55.32, ""lc95"": 54.3}",No
01548,real_time_data,2022-01-01 09:25:00,"{""datetime"": ""2022-01-01 09:25:00"", ""laeq"": 53.98, ""lafmax"": 61.33, ""la10"": 56.44, ""la90"": 51, ""la95"": 50.25, ""lceq"": 63.64, ""lcfmax"": 82.37, ""lc10"": 67.25, ""lc90"": 54.53, ""lc95"": 53.47}",No
01548,real_time_data,2022-01-01 09:30:00,"{""datetime"": ""2022-01-01 09:30:00"", ""laeq"": 53.55, ""lafmax"": 65.51, ""la10"": 55.94, ""la90"": 50.64, ""la95"": 49.95, ""lceq"": 58.27, ""lcfmax"": 76.29, ""lc10"": 60.4, ""lc90"": 53.97, ""lc95"": 53.41}",No
01548,real_time_data,2022-01-01 09:35:00,"{""datetime"": ""2022-01-01 09:35:00"", ""laeq"": 53.78, ""lafmax"": 62.79, ""la10"": 55.47, ""la90"": 51.12, ""la95"": 50.63, ""lceq"": 60.1, ""lcfmax"": 78.26, ""lc10"": 62.34, ""lc90"": 54.83, ""lc95"": 54.33}",No
01548,real_time_data,2022-01-01 09:40:00,"{""datetime"": ""2022-01-01 09:40:00"", ""laeq"": 53.96, ""lafmax"": 61.03, ""la10"": 55.8, ""la90"": 50.42, ""la95"": 49.29, ""lceq"": 57.9, ""lcfmax"": 69.58, ""lc10"": 59.46, ""lc90"": 54.83, ""lc95"": 54.03}",No
01548,real_time_data,2022-01-01 09:45:00,"{""datetime"": ""2022-01-01 09:45:00"", ""laeq"": 54.39, ""lafmax"": 65.17, ""la10"": 56.54, ""la90"": 50.35, ""la95"": 49.91, ""lceq"": 58.86, ""lcfmax"": 77.47, ""lc10"": 60.61, ""lc90"": 54.58, ""lc95"": 53.92}",No
01548,real_time_data,2022-01-01 09:50:00,"{""datetime"": ""2022-01-01 09:50:00"", ""laeq"": 56.58, ""lafmax"": 71.17, ""la10"": 58.3, ""la90"": 52.05, ""la95"": 51.54, ""lceq"": 65.17, ""lcfmax"": 87.44, ""lc10"": 66.13, ""lc90"": 55.71, ""lc95"": 55.05}",No
01548,real_time_data,2022-01-01 09:55:00,"{""datetime"": ""2022-01-01 09:55:00"", ""laeq"": 54.84, ""lafmax"": 66.93, ""la10"": 56.57, ""la90"": 51.81, ""la95"": 51.14, ""lceq"": 62.07, ""lcfmax"": 82.63, ""lc10"": 63.09, ""lc90"": 55.03, ""lc95"": 54.53}",No
01548,real_time_data,2022-01-01 10:00:00,"{""datetime"": ""2022-01-01 10:00:00"", ""laeq"": 55.19, ""lafmax"": 62.08, ""la10"": 57.11, ""la90"": 51.16, ""la95"": 49.9, ""lceq"": 63.42, ""lcfmax"": 81.95, ""lc10"": 66.12, ""lc90"": 55.52, ""lc95"": 54.43}",No
01548,real_time_data,2022-01-01 10:05:00,"{""datetime"": ""2022-01-01 10:05:00"", ""laeq"": 57.5, ""lafmax"": 76.05, ""la10"": 58.49, ""la90"": 51.1, ""la95"": 50.61, ""lceq"": 65.12, ""lcfmax"": 86.5, ""lc10"": 65.42, ""lc90"": 55.76, ""lc95"": 55.13}",No
01548,real_time_data,2022-01-01 10:10:00,"{""datetime"": ""2022-01-01 10:10:00"", ""laeq"": 56.59, ""lafmax"": 64.28, ""la10"": 58.46, ""la90"": 53.69, ""la95"": 52.97, ""lceq"": 65.32, ""lcfmax"": 86.45, ""lc10"": 65.38, ""lc90"": 58.24, ""lc95"": 57.79}",No
